beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Scratch 376 - Passionfruit & Guava Tart Ale,Tröegs Independent Brewing,Sour - Fruited Gose,5.3,0,also good. good balanced fruited gose,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,3.75,8/29/2020 14:56,https://untappd.com/c/936120574,https://untappd.com/beer/3254655,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936120574,3254655,2583,,3.81,3.78,,0,0
Lucky Holler Hazy IPA,Tröegs Independent Brewing,IPA - New England,6.8,0,citrusy light ipa. give a holler for this ipa HAHA,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,4,8/29/2020 14:58,https://untappd.com/c/936123295,https://untappd.com/beer/3459888,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936123295,3459888,2583,https://untappd.s3.amazonaws.com/photos/2020_08_29/8126d06116feeb49271b251337c01b58_raw.jpg,3.86,3.86,,0,0
When In Doubt Helles Lager,Tröegs Independent Brewing,Lager - Helles,4.3,21,it’s good.,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,3.25,8/29/2020 15:34,https://untappd.com/c/936162407,https://untappd.com/beer/1327146,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936162407,1327146,2583,https://untappd.s3.amazonaws.com/photos/2020_08_29/594a801c89cd48288d8cf39eea7e72fe_raw.jpg,3.58,3.58,,0,0
Nimble Giant,Tröegs Independent Brewing,IPA - Imperial / Double,9,69,it’s a double but with it being a double it needs to be light and this is very light for a double,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,4,8/29/2020 15:36,https://untappd.com/c/936164433,https://untappd.com/beer/1175576,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936164433,1175576,2583,https://untappd.s3.amazonaws.com/photos/2020_08_29/f898bf9f0c0a5bb746f44bfe8319a4a0_raw.jpg,4.1,4.1,,0,0
Scratch 421 - IPA,Tröegs Independent Brewing,IPA - American,6.4,0,a touch sweet and floral.,,,,,,,4,8/29/2020 15:37,https://untappd.com/c/936165689,https://untappd.com/beer/3914278,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936165689,3914278,2583,https://untappd.s3.amazonaws.com/photos/2020_08_29/f69b7ff0b901dd9914dc5f71e2a63c75_raw.jpg,3.91,3.82,,0,0
Murren River,Pizza Boy Brewing Co.,IPA - American,7.4,0,forgot to rate this one yesterday. one more for hop flavor but after seeing only one hop was used then it makes sense. clean and light,,,,,,,3.75,8/30/2020 9:00,https://untappd.com/c/936592036,https://untappd.com/beer/1101383,https://untappd.com/brewery/19810,United States,Enola,PA,,,,936592036,1101383,19810,,3.92,3.91,,0,0
Rinse/Repeat Sabro Citra,Westbrook Brewing Co.,IPA - New England,7,25,very citr(a)sy. i like,,,,,,,3.75,8/31/2020 20:55,https://untappd.com/c/937136582,https://untappd.com/beer/3871362,https://untappd.com/brewery/10905,United States,Mt Pleasant,SC,,,,937136582,3871362,10905,,4.04,4,,0,0
Allagash White,Allagash Brewing Company,Wheat Beer - Witbier,5.2,13,surprised i never checked this in. this is a classic.,,,,,,,3.75,9/1/2020 21:09,https://untappd.com/c/937350303,https://untappd.com/beer/5862,https://untappd.com/brewery/24,United States,Portland,ME,,,,937350303,5862,24,https://untappd.s3.amazonaws.com/photos/2020_09_02/c210b72c77422d51f397a3d0acc78540_raw.jpg,3.76,3.76,,0,0
Watermelon Splash ,Hidden Sands Brewing Company,Sour - Other,4,0,an alcoholic jolly rancher. good balance of sweet and sour (wanted more sour but not a major complaint) im a fan,,,,,,,3.5,9/2/2020 21:46,https://untappd.com/c/937603067,https://untappd.com/beer/2589226,https://untappd.com/brewery/374835,United States,Egg Harbor Township,NJ,,,,937603067,2589226,374835,https://untappd.s3.amazonaws.com/photos/2020_09_03/21684eec00f1729c2f551a2adafc0aa7_raw.jpg,3.87,3.84,,0,0
DreamWeaver Wheat,Tröegs Independent Brewing,Hefeweizen,4.8,15,"I forgot to check this in Saturday, but I must’ve been in such a DREAM that I forgot 🤪",,,,,,,3.75,9/2/2020 21:50,https://untappd.com/c/937604166,https://untappd.com/beer/31284,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,937604166,31284,2583,,3.54,3.54,,0,0
Key Lime Ripe,Double Nickel Brewing Company,IPA - New England,7.1,0,this is delightful. balance of key lime and hops. v good,,,,,,,3.75,9/3/2020 21:50,https://untappd.com/c/937904414,https://untappd.com/beer/3793977,https://untappd.com/brewery/232550,United States,Pennsauken,NJ,,,,937904414,3793977,232550,https://untappd.s3.amazonaws.com/photos/2020_09_04/af33474b1e0711a91483360dd9bca58b_raw.jpg,3.83,3.81,,0,0
Snack Session IPA,Tuckahoe Brewing Co,IPA - Session / India Session Ale,4.2,45,it’s good. nothing crazy but would drink it again,,,,,,,3.5,9/4/2020 20:23,https://untappd.com/c/938382431,https://untappd.com/beer/1806424,https://untappd.com/brewery/21995,United States,Egg Harbor Township,NJ,,,,938382431,1806424,21995,https://untappd.s3.amazonaws.com/photos/2020_09_05/e4ad48f92ec8b192d588e3c041a196be_raw.jpg,3.56,3.57,,0,0
Yoots,Redemption Rock Brewing Co.,Sour - Fruited,4.6,0,good level of sour and sweetness. i like (although yoots is an interesting name lol),,,,,,,3.75,9/4/2020 21:34,https://untappd.com/c/938430685,https://untappd.com/beer/3294692,https://untappd.com/brewery/419372,United States,Worcester,MA,,,,938430685,3294692,419372,https://untappd.s3.amazonaws.com/photos/2020_09_05/f4014eb0f4606bbb4c462b6ed7ab3cb6_raw.jpg,3.88,3.79,,0,0
The Grove,Cape May Brewing Co.,Shandy / Radler,4.5,10,i know it’s a shandy but this is a touch sweet for my liking. good for summer but it’s September is basically fall,,,,,,,3,9/5/2020 20:53,https://untappd.com/c/939127935,https://untappd.com/beer/3425178,https://untappd.com/brewery/13805,United States,Cape May,NJ,,,,939127935,3425178,13805,,3.82,3.81,,1,0
HopBack Amber Ale,Tröegs Independent Brewing,Red Ale - American Amber / Red,6,55,caramel and toffee notes present. i like.,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,3.5,9/6/2020 14:05,https://untappd.com/c/939387049,https://untappd.com/beer/9350,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,939387049,9350,2583,,3.59,3.59,,1,0
Nitro Chocolate Stout,Tröegs Independent Brewing,Stout - Milk / Sweet,7.1,41,having a small sample as my dessert. chocolate taste is STRONG. coffee is subtle. vanilla is subtle. not a stout drinker but i am a fan,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,4,9/6/2020 14:54,https://untappd.com/c/939420066,https://untappd.com/beer/1738821,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,939420066,1738821,2583,,3.94,3.93,,1,0
Tangled Up,Carton Brewing Company,Sour - Fruited,3.9,0,good amount of sour and blueberry. not overpowering. i like it,,,,,,,3.75,9/6/2020 21:33,https://untappd.com/c/939674330,https://untappd.com/beer/2874628,https://untappd.com/brewery/9558,United States,Atlantic Highlands,NJ,,,,939674330,2874628,9558,https://untappd.s3.amazonaws.com/photos/2020_09_07/862526e8e6bf695ca1505fb591eb1da3_raw.jpg,3.82,3.8,,1,0
Cape May White,Cape May Brewing Co.,Wheat Beer - Other,5.2,11,good belgian wit,,,,,,,3.5,9/7/2020 20:11,https://untappd.com/c/939979019,https://untappd.com/beer/3669303,https://untappd.com/brewery/13805,United States,Cape May,NJ,,,,939979019,3669303,13805,https://untappd.s3.amazonaws.com/photos/2020_09_08/9a50041c6522d1e4b55952953064b0c8_raw.jpg,3.62,3.62,,1,0
Raspberry Mango Shabang,Tröegs Independent Brewing,Fruit Beer,7,0,not the flavor profile i was expecting but i would drink again.,,,,,,,3.5,9/7/2020 21:01,https://untappd.com/c/939995117,https://untappd.com/beer/3484958,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,939995117,3484958,2583,https://untappd.s3.amazonaws.com/photos/2020_09_08/72bf646431f66582d3101508aeecbbd9_raw.jpg,3.94,3.89,,0,0
Even Flow,Hoboken Brewing ,Pale Ale - American,5.3,0,it’s good. so much citra. also i meant to have more of my face in the pic but i kinda like im out of it,,,,,,,3.5,9/9/2020 21:57,https://untappd.com/c/940449256,https://untappd.com/beer/3225845,https://untappd.com/brewery/90246,United States,Hoboken,NJ,,,,940449256,3225845,90246,https://untappd.s3.amazonaws.com/photos/2020_09_10/1d3eea6c2d104170a342fbdb581aead9_raw.jpg,3.7,3.7,,1,2
Shore Break,Slack Tide Brewing Company,Farmhouse Ale - Saison,6.3,0,"belgian yeast and orange present, but not overpowering. i like it",,,,,,,3.5,9/12/2020 23:10,https://untappd.com/c/941975739,https://untappd.com/beer/2041435,https://untappd.com/brewery/181788,United States,Clermont,NJ,,,,941975739,2041435,181788,https://untappd.s3.amazonaws.com/photos/2020_09_13/581d5d184b20abace2573d7bea5222f1_raw.jpg,3.64,3.65,,0,0
Blind Cast,Redemption Rock Brewing Co.,Hefeweizen,5.1,0,clean and light and lemony. lemongrass plays off hefe notes well. this is great,,,,,,,4,9/12/2020 23:46,https://untappd.com/c/941985889,https://untappd.com/beer/3915295,https://untappd.com/brewery/419372,United States,Worcester,MA,,,,941985889,3915295,419372,https://untappd.s3.amazonaws.com/photos/2020_09_13/ba9f9611da5eed168558fab0a4e31e08_raw.jpg,4,3.77,,1,0
Tan Limes,Cape May Brewing Co.,Lager - Pale,5,12,a canned corona with a lime. but better,,,,,,,3.75,9/17/2020 21:44,https://untappd.com/c/943336875,https://untappd.com/beer/3204357,https://untappd.com/brewery/13805,United States,Cape May,NJ,,,,943336875,3204357,13805,https://untappd.s3.amazonaws.com/photos/2020_09_18/266703fd93f4c9ac1afd0575f5f98928_raw.jpg,3.61,3.61,,2,0
Longboard Island Lager,Kona Brewing Company,Lager - Pale,4.6,20,it was good. refreshing after a long day,Miller's Ale House - Paramus,Paramus,NJ,United States,40.9139,-74.0502,3.5,9/19/2020 17:53,https://untappd.com/c/944367720,https://untappd.com/beer/13560,https://untappd.com/brewery/1988,United States,Kailua Kona,HI,,,,944367720,13560,1988,,3.4,3.4,,1,0
Ragin' Bull,Bolero Snort Brewery,Lager - American Amber / Red,5.1,25,wonderfully malty from the amber but the refreshing crisp lager taste i like it,Miller's Ale House - Paramus,Paramus,NJ,United States,40.9139,-74.0502,3.75,9/19/2020 18:07,https://untappd.com/c/944380498,https://untappd.com/beer/155666,https://untappd.com/brewery/6723,United States,Carlstadt,NJ,,,,944380498,155666,6723,,3.51,3.52,,2,0
Dinkelacker Oktoberfestbier,Dinkelacker-Schwaben Bräu,Märzen,5.7,0,tis the season.,,,,,,,4,9/21/2020 20:43,https://untappd.com/c/945174841,https://untappd.com/beer/750571,https://untappd.com/brewery/451,Germany,Stuttgart,Baden-Württemberg,,,,945174841,750571,451,https://untappd.s3.amazonaws.com/photos/2020_09_22/6f5c61d640dcfec25c7f0d701c277386_raw.jpg,3.61,3.61,,3,0
Sand Spike,Slack Tide Brewing Company,IPA - Session / India Session Ale,4.7,0,nothing crazy. easy drinker.,,,,,,,3.5,9/22/2020 20:23,https://untappd.com/c/945376710,https://untappd.com/beer/1559600,https://untappd.com/brewery/181788,United States,Clermont,NJ,,,,945376710,1559600,181788,https://untappd.s3.amazonaws.com/photos/2020_09_23/8a0c5864e2fd8459f921444a95ef55dc_raw.jpg,3.63,3.64,,2,0
Pumpkin Ale,Whole Hog Brewery,Pumpkin / Yam Beer,7,38,first time trying pumpkin ale. def sets the bar (also i didn’t realize pic took too late but idc),Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,4,9/28/2020 19:50,https://untappd.com/c/947771738,https://untappd.com/beer/8398,https://untappd.com/brewery/401491,United States,Stevens Point,WI,,,,947771738,8398,401491,https://untappd.s3.amazonaws.com/photos/2020_09_28/cd7a4a2629aa70a16a65300363bee81c_raw.jpg,4,4,,1,0
Passion Fruit-Peach Berliner Weisse,North Coast Brewing Company,Sour - Fruited Berliner Weisse,4.1,0,refreshing and just a touch of sour.,,,,,,,3.75,9/29/2020 21:07,https://untappd.com/c/947994258,https://untappd.com/beer/2104699,https://untappd.com/brewery/919,United States,Fort Bragg,CA,,,,947994258,2104699,919,https://untappd.s3.amazonaws.com/photos/2020_09_30/1f29037707b25b619310cdb81c9ec7e4_raw.jpg,3.89,3.88,,0,0
Sunrise Bay,Redemption Rock Brewing Co.,IPA - New England,6.2,0,A very good New England,,,,,,,4,10/2/2020 23:08,https://untappd.com/c/949057571,https://untappd.com/beer/3579507,https://untappd.com/brewery/419372,United States,Worcester,MA,,,,949057571,3579507,419372,https://untappd.s3.amazonaws.com/photos/2020_10_03/c88efb027dab6afd4d929ff05415f8d4_raw.jpg,3.83,3.79,,1,0
Angry Osprey,Slack Tide Brewing Company,IPA - American,6.8,0,very hoppy. very piney. def different vibe than the previous. this is a ~sipper~,,,,,,,3.5,10/2/2020 23:44,https://untappd.com/c/949068267,https://untappd.com/beer/959642,https://untappd.com/brewery/181788,United States,Clermont,NJ,,,,949068267,959642,181788,https://untappd.s3.amazonaws.com/photos/2020_10_03/a817a2b96f8bf36ac0bc28778a50a524_raw.jpg,3.72,3.72,,0,0
Horizon,Seven Tribesmen Brewery,IPA - New England,6.3,25,another lovely New England. im a fan,Seven Tribesmen Brewery,Wayne,NJ,United States,40.9229,-74.2691,4,10/4/2020 13:36,https://untappd.com/c/949922313,https://untappd.com/beer/3868363,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,949922313,3868363,459629,https://untappd.s3.amazonaws.com/photos/2020_10_04/7fe6e88eae289f91a48fd02a98f31030_raw.jpg,3.85,3.79,,0,0
Harvest Days,Seven Tribesmen Brewery,Märzen,4.9,27,tis the season (again),Seven Tribesmen Brewery,Wayne,NJ,United States,40.9229,-74.2691,4,10/4/2020 13:58,https://untappd.com/c/949934465,https://untappd.com/beer/3976732,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,949934465,3976732,459629,https://untappd.s3.amazonaws.com/photos/2020_10_04/666db358a73930b969064703e39c6412_raw.jpg,3.74,3.7,,0,0
War Castle,Redemption Rock Brewing Co.,IPA - New England,6.8,45,another New England. I’m a fan. I’m also brewing my own New England so stay tuned 👀,,,,,,,3.75,10/8/2020 21:34,https://untappd.com/c/951063611,https://untappd.com/beer/3048973,https://untappd.com/brewery/419372,United States,Worcester,MA,,,,951063611,3048973,419372,https://untappd.s3.amazonaws.com/photos/2020_10_09/78d43b2632a3e5765e9e15e9dcafde05_raw.jpg,3.8,3.79,,0,0
Master of Pumpkins,Tröegs Independent Brewing,Pumpkin / Yam Beer,7.5,30,subtle pumpkin and spice flavors. tis the season. (tis the season means two things now (oktoberfest and pumpkin beer)),,,,,,,3.75,10/9/2020 23:05,https://untappd.com/c/951627583,https://untappd.com/beer/457366,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,951627583,457366,2583,https://untappd.s3.amazonaws.com/photos/2020_10_10/d500ea4292b6e3248af0076e9dc9e2d6_raw.jpg,3.75,3.75,,0,0
Requiem,Seven Tribesmen Brewery,Lager - Vienna,5,24,roasty toasty malt taste is present. i like this,Seven Tribesmen Brewery,Wayne,NJ,United States,40.9229,-74.2691,4,10/10/2020 16:30,https://untappd.com/c/952041079,https://untappd.com/beer/3967274,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,952041079,3967274,459629,https://untappd.s3.amazonaws.com/photos/2020_10_10/c99ad48e524c7923f37cdb35269cc8fc_raw.jpg,3.76,3.71,,0,0
Pioneer,Seven Tribesmen Brewery,IPA - American,6.3,43,taste enough hops to know they’re there but not overwhelming. if you like a bitter but not too bitter ipa this is the one for you,Seven Tribesmen Brewery,Wayne,NJ,United States,40.9229,-74.2691,4,10/10/2020 17:05,https://untappd.com/c/952079427,https://untappd.com/beer/3977916,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,952079427,3977916,459629,https://untappd.s3.amazonaws.com/photos/2020_10_10/bd8dd54896949c2251aec00e21328fb2_raw.jpg,3.65,3.68,,0,0
Bell Buoy,Slack Tide Brewing Company,Belgian Blonde,7.3,0,we didn’t know what the type of beer said because the crowler marked off what it was without saying the type. from there we had to guess what it was based of taste. i said saison. i was close. sorry long story this is good,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.75,10/16/2020 22:54,https://untappd.com/c/954232435,https://untappd.com/beer/1351151,https://untappd.com/brewery/181788,United States,Clermont,NJ,,,,954232435,1351151,181788,https://untappd.s3.amazonaws.com/photos/2020_10_17/61facb1ef7b83a02c3251a58799a33b6_raw.jpg,3.66,3.66,,1,0
Oktoberfest,Jersey Girl Brewing,Märzen,5.9,0,too hoppy for an Oktoberfest.,,,,,,,3,10/17/2020 23:27,https://untappd.com/c/954948614,https://untappd.com/beer/2326714,https://untappd.com/brewery/194453,United States,Hackettstown,NJ,,,,954948614,2326714,194453,,3.59,3.62,,1,0
Ghost Species,Springdale Beer Co.,Sour - Other,6.2,0,"description of beer says complex. and honestly that’s the perfect way to describe the flavor. starts off with regular tartness, then has a plum or prune taste, and then finishes out tart but like a wine tart taste.",The Fix,Worcester,MA,United States,42.2767,-71.8014,3.75,10/19/2020 14:05,https://untappd.com/c/955406858,https://untappd.com/beer/2496040,https://untappd.com/brewery/307513,United States,Framingham,MA,,,,955406858,2496040,307513,https://untappd.s3.amazonaws.com/photos/2020_10_19/a4feee6e726088df4f988f4b8159d568_raw.jpg,3.87,3.84,,0,0
Fiver,Castle Island Brewing Company,IPA - New England,6.3,0,"this is def one of the best new England’s I’ve had. sweet, aromatic, dank hops are pronounced and give this an incredible flavor.",The Fix,Worcester,MA,United States,42.2767,-71.8014,4.25,10/19/2020 14:29,https://untappd.com/c/955412171,https://untappd.com/beer/3928368,https://untappd.com/brewery/231068,United States,Norwood,MA,,,,955412171,3928368,231068,https://untappd.s3.amazonaws.com/photos/2020_10_19/98b6217b59d792cd7086ba9f5ba19520_raw.jpg,3.88,3.86,,0,0
Dark & Sunny,Redemption Rock Brewing Co.,Stout - Foreign / Export,6.6,40,slowly starting to drink more stouts and like them. roasty toasty and chocolate and coffee notes. subtle sweetness with more bitter at the end which gives somewhat of a semi dark chocolate note. easy drinking stout,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.75,10/20/2020 22:31,https://untappd.com/c/955723672,https://untappd.com/beer/3358072,https://untappd.com/brewery/419372,United States,Worcester,MA,,,Can,955723672,3358072,419372,https://untappd.s3.amazonaws.com/photos/2020_10_21/6c53f525a740bd84d1f1c92ef0901b14_raw.jpg,3.78,3.74,,0,0
Thackery,Redemption Rock Brewing Co.,Märzen,5.6,25,"first off, tis the season. second, the name is phenomenal. third, this is a great Oktoberfest. crisp and dry yet malty and roasty toasty. good level of hops.",Untappd at Home,,Everywhere,United States,34.2347,-77.9482,4,10/22/2020 22:24,https://untappd.com/c/956251213,https://untappd.com/beer/3419625,https://untappd.com/brewery/419372,United States,Worcester,MA,,,,956251213,3419625,419372,https://untappd.s3.amazonaws.com/photos/2020_10_23/c7a0395f2ac05435e5cb29ce9814fe68_raw.jpg,3.82,3.75,,2,0
