beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Sparkling Lime Lager,New Belgium Brewing Company,Lager - American Light,4.4,10,basically a canned corona with a lime. which is nice because it creates less work for me because when i try to mix lime the corona it sprays everywhere so yay thanks new belgium,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.25,4/25/2020 23:31,https://untappd.com/c/890178467,https://untappd.com/beer/2802327,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,,890178467,2802327,905,https://untappd.s3.amazonaws.com/photos/2020_04_26/e3a5741886c58ecb2aa0f982a37489ae_raw.jpg,3.45,3.46,,1,0
Liquid Truth Serum,Dogfish Head Craft Brewery,IPA - American,7,65,"the truth about this beer is that it’s damn good. hoppy but not overwhelmingly hoppy, refreshing and crisp, i like it.",Untappd at Home,,Everywhere,United States,34.2347,-77.9482,4,4/26/2020 21:23,https://untappd.com/c/890487334,https://untappd.com/beer/2008972,https://untappd.com/brewery/459,United States,Milton,DE,,,,890487334,2008972,459,https://untappd.s3.amazonaws.com/photos/2020_04_27/499bc26996ec374db6ec672d823a05f6_raw.jpg,3.86,3.86,,0,0
Vibrant P'ocean,Dogfish Head Craft Brewery,Sour - Fruited,4.7,12,it tastes ALMOST as good as the marble of doom (@myloyalfollowers look back for that post for reference),Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.75,4/27/2020 20:13,https://untappd.com/c/890670028,https://untappd.com/beer/3578749,https://untappd.com/brewery/459,United States,Milton,DE,,,,890670028,3578749,459,https://untappd.s3.amazonaws.com/photos/2020_04_28/33ac378f0f7515684dff77273c97e693_raw.jpg,3.47,3.47,,0,0
The IPA,Blue Point Brewing Company,IPA - American,6,43,"as the can says, “unlike any other”. def one of the more citrusy IPAs ive had",,,,,,,3.5,4/30/2020 21:20,https://untappd.com/c/891336201,https://untappd.com/beer/3001060,https://untappd.com/brewery/144,United States,Patchogue,NY,"citrusy,light",,Can,891336201,3001060,144,https://untappd.s3.amazonaws.com/photos/2020_05_01/3fb46b8ed608a138c1294a74e1269e41_raw.jpg,3.54,3.55,,1,0
Sun Kissed Citra,Jersey Girl Brewing,IPA - New England,5.5,0,“new england” gives it a bit of pine and the hops give it a citrus feel. i like it. hopefully i can have it at the actually brewery after work soon :/,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.75,5/11/2020 21:22,https://untappd.com/c/894940693,https://untappd.com/beer/1796415,https://untappd.com/brewery/194453,United States,Hackettstown,NJ,citrus,,,894940693,1796415,194453,https://untappd.s3.amazonaws.com/photos/2020_05_12/b56a302217ff88fc3f6a8ac7456c8b6c_raw.jpg,3.65,3.66,,0,0
Hell or High Watermelon,21st Amendment Brewery,Wheat Beer - Other,4.9,17,skeptical at first because watermelon and wheat are delicate flavors but i like this. just a touch of sweetness from the watermelon with the classic wheat taste at the end. v refreshing. sorry i didn’t have this til now ive seen so many have it,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.5,5/23/2020 22:02,https://untappd.com/c/898979649,https://untappd.com/beer/7044,https://untappd.com/brewery/4339,United States,San Leandro,CA,,,,898979649,7044,4339,https://untappd.s3.amazonaws.com/photos/2020_05_24/6b579915bfc0b63854f811b51d4f05c9_raw.jpg,3.51,3.51,,1,0
Orange Crushin' It,Cape May Brewing Co.,IPA - American,8,15,basically an orange juice meets an ipa. aroma and taste are really refreshing. unlike the name says though don’t “crush” these as it’s 8% be careful my friends,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,4,5/24/2020 22:10,https://untappd.com/c/899406001,https://untappd.com/beer/2808541,https://untappd.com/brewery/13805,United States,Cape May,NJ,,,,899406001,2808541,13805,https://untappd.s3.amazonaws.com/photos/2020_05_25/5bddb8ac546ee84b6b133c7641c74bc0_raw.jpg,3.85,3.85,,0,0
Guayabera,Cigar City Brewing,Pale Ale - American,5.5,50,"surprised it’s considered a reg pale ale and not an ipa because it tastes hoppier than expected, but nonetheless citrusy and refreshing",Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.5,6/3/2020 21:16,https://untappd.com/c/902405588,https://untappd.com/beer/830537,https://untappd.com/brewery/379,United States,Tampa,FL,,,,902405588,830537,379,https://untappd.s3.amazonaws.com/photos/2020_06_04/e0f748c354985b4468bddaf7ad6f1358_raw.jpg,3.72,3.72,,0,0
Traditional Lager,Yuengling Brewery,Lager - American Amber / Red,4.5,16,zach drinking a non-craft beer? unheard of.,Untappd at Home,,Everywhere,United States,34.2347,-77.9482,3.25,6/4/2020 22:43,https://untappd.com/c/902683098,https://untappd.com/beer/16649,https://untappd.com/brewery/1976,United States,Pottsville,PA,,,,902683098,16649,1976,https://untappd.s3.amazonaws.com/photos/2020_06_05/0a4f101e8ddac2c23a61f6957f55a154_raw.jpg,3.49,3.49,,0,0
Paprika Ale,Seven Tribesmen Brewery,Red Ale - American Amber / Red,5,43,yes — theres literally paprika in this beer! and you def taste it! but it adds more spice and a hint of sweetness to a slightly hoppy brew. im a fan,,,,,,,3.75,6/7/2020 21:55,https://untappd.com/c/904166162,https://untappd.com/beer/3727291,https://untappd.com/brewery/459629,United States,Wayne,NJ,peppery,,,904166162,3727291,459629,https://untappd.s3.amazonaws.com/photos/2020_06_08/af03de8b3b24766d3685410541b69d04_raw.jpg,3.65,3.66,,0,0
Sundial Series - Sunset Sherbet Sour IPA,Czig Meister,IPA - Sour,6.2,24,"phenomenal. absolutely phenomenal. as the name says it tastes like sherbet id have as a kid, coupled with an ipa i have grown to like in recent times. the bitter hops and sour fruits balance each other so well.",,,,,,,4,6/8/2020 21:19,https://untappd.com/c/904343184,https://untappd.com/beer/2810404,https://untappd.com/brewery/228703,United States,Hackettstown,NJ,,,,904343184,2810404,228703,https://untappd.s3.amazonaws.com/photos/2020_06_09/325880e2e504335ad5e96e946876d9ce_raw.jpg,4.02,3.94,,0,0
The Gardener,Czig Meister,Farmhouse Ale - Saison,4.3,13,this brew is REFRESHING. strong lemon flavor and then a mellow basil flavor at the end. basically a boujee summer shandy,,,,,,,3.75,6/9/2020 20:31,https://untappd.com/c/904528584,https://untappd.com/beer/2270303,https://untappd.com/brewery/228703,United States,Hackettstown,NJ,,,,904528584,2270303,228703,https://untappd.s3.amazonaws.com/photos/2020_06_10/efbd5eaff635ec948ee96ed6b1d61bd5_raw.jpg,3.57,3.6,,0,0
Talisman,Seven Tribesmen Brewery,IPA - American,6.6,60,a little sweet. a little spicy. very bitter. ironically balanced.,,,,,,,3.5,6/14/2020 21:33,https://untappd.com/c/906693438,https://untappd.com/beer/3694566,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,906693438,3694566,459629,https://untappd.s3.amazonaws.com/photos/2020_06_15/5613f139224a5ee399aad32ff9b2be37_raw.jpg,3.62,3.65,,1,0
Trebuchet Saison,Seven Tribesmen Brewery,Farmhouse Ale - Saison,6,28,it’s ok. for a saison i was expecting it to be a bit more herby or fruity and it’s more subtle than i was expecting. still drinkable and good though,,,,,,,3.25,6/15/2020 20:38,https://untappd.com/c/906875196,https://untappd.com/beer/3727270,https://untappd.com/brewery/459629,United States,Wayne,NJ,,,,906875196,3727270,459629,https://untappd.s3.amazonaws.com/photos/2020_06_16/e8a5eddb0caf6a0b190b191a257450bd_raw.jpg,3.65,3.67,,0,0
Voodoo Ranger Xperimental IPA #1 Citra,New Belgium Brewing Company,IPA - American,6.6,27,citrus aroma. mellow hop level. crisp and refreshing. why does this sound like an advertisement? i dont know. but what i do know is that they should upgrade this brew from xperimental to xtremely delicious (sorry i dont know what im saying),,,,,,,3.75,6/16/2020 21:21,https://untappd.com/c/907099918,https://untappd.com/beer/3673551,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,,907099918,3673551,905,https://untappd.s3.amazonaws.com/photos/2020_06_17/316f0f714c57b09325c67dfad462f5d1_raw.jpg,3.74,3.74,,0,0
SuperEIGHT,Dogfish Head Craft Brewery,Sour - Fruited Gose,5.3,0,it is now my mission to try all goses. this ones SUPER,,,,,,,3.75,6/17/2020 21:45,https://untappd.com/c/907355780,https://untappd.com/beer/2903270,https://untappd.com/brewery/459,United States,Milton,DE,,,,907355780,2903270,459,https://untappd.s3.amazonaws.com/photos/2020_06_18/cc0e20e441dd193994e0f0c086f07cae_raw.jpg,3.65,3.65,,1,0
Juice Bomb,Sloop Brewing Co.,IPA - New England,6.5,0,this ipa is JUICY and BOMB (haha),,,,,,,4,6/17/2020 22:26,https://untappd.com/c/907365942,https://untappd.com/beer/1444716,https://untappd.com/brewery/36968,United States,Hopewell Junction,NY,,,,907365942,1444716,36968,https://untappd.s3.amazonaws.com/photos/2020_06_18/42ff4750ca9571efb792d2912c8b3c4a_raw.jpg,3.99,3.99,,0,0
Chillswitch,Magic Hat Brewing Company,Wheat Beer - Other,6.4,45,sweet aroma and balanced taste of sweet malt and bitter hops. kinda like a blue moon and a classic ipa had a ~chill~ first date,,,,,,,3.5,6/21/2020 22:18,https://untappd.com/c/909332081,https://untappd.com/beer/2990601,https://untappd.com/brewery/812,United States,South Burlington,VT,,,,909332081,2990601,812,https://untappd.s3.amazonaws.com/photos/2020_06_22/a133bf4d421daafa9fbd6d74bbd7e04e_raw.jpg,3.48,3.49,,1,0
Mr. Soul,Magic Hat Brewing Company,Pale Ale - American,4.5,40,i mean it’s refreshing and good so id have it again but it’s not groundbreaking.,,,,,,,3.25,6/21/2020 22:50,https://untappd.com/c/909338767,https://untappd.com/beer/2993905,https://untappd.com/brewery/812,United States,South Burlington,VT,,,,909338767,2993905,812,https://untappd.s3.amazonaws.com/photos/2020_06_22/51c713fa669df864d56155806b2f513c_raw.jpg,3.46,3.47,,0,0
Summertime,Goose Island Beer Co.,Kölsch,5,20,not the best ive had but not the worst. v refreshing though.,,,,,,,3.25,6/22/2020 21:24,https://untappd.com/c/909524643,https://untappd.com/beer/1935,https://untappd.com/brewery/2898,United States,Chicago,IL,,,,909524643,1935,2898,https://untappd.s3.amazonaws.com/photos/2020_06_23/8b7b22f110a3a3e8924d4038c27ab819_raw.jpg,3.45,3.45,,1,0
Sona Gold Kolsch,Red Tank Brewing (New Jersey),Kölsch,5,0,better than the goose one,,,,,,,3.5,6/24/2020 22:11,https://untappd.com/c/910052620,https://untappd.com/beer/2109699,https://untappd.com/brewery/339947,United States,Red Bank,NJ,,,,910052620,2109699,339947,,3.49,3.54,,0,0
Blackberry / Cassis Hybrid Kolsch,Red Tank Brewing (New Jersey),Kölsch,6.2,0,color is amazing. the beginning taste is pleasant (blackberry) but it finishes more bitter (cassis). if it was less cassis id like this a lot more,,,,,,,3.25,6/25/2020 23:02,https://untappd.com/c/910390469,https://untappd.com/beer/3704747,https://untappd.com/brewery/339947,United States,Red Bank,NJ,,,,910390469,3704747,339947,https://untappd.s3.amazonaws.com/photos/2020_06_26/9d7f778b0537fd012b111c03ce340b2f_raw.jpg,3.7,3.69,,0,0
Moro Dat Creamsicle,Red Tank Brewing (New Jersey),Wheat Beer - American Pale Wheat,5.5,0,v wheaty. orange taste and a subtle vanilla taste at the end. feels like im actually having a creamsicle gee willickers 🤪,,,,,,,3.75,6/28/2020 22:42,https://untappd.com/c/911963569,https://untappd.com/beer/3682144,https://untappd.com/brewery/339947,United States,Red Bank,NJ,,,,911963569,3682144,339947,https://untappd.s3.amazonaws.com/photos/2020_06_29/cda7d08bab6b091a4f6420c0946caa0a_raw.jpg,3.79,3.74,,0,0
Haze Charmer,Tröegs Independent Brewing,Pale Ale - New England,5.5,0,"not a lot of aroma, but very refreshing and perfect level of bitterness and subtle sweetness. good summer brew (also cheers to being out for the first time)",Pier 13 - P13R,Hoboken,NJ,United States,40.7518,-74.0228,3.5,7/2/2020 14:45,https://untappd.com/c/912805276,https://untappd.com/beer/3674435,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,912805276,3674435,2583,https://untappd.s3.amazonaws.com/photos/2020_07_02/33228ff6ec0a75510a76d94df3a5bcb2_raw.jpg,3.75,3.74,,1,0
BraufactuM Progusta,Radeberger Gruppe,IPA - International,6.8,50,v refreshing. I’m a fan.,Pilsener Haus & Biergarten,Hoboken,NJ,United States,40.7552,-74.0315,3.5,7/2/2020 16:50,https://untappd.com/c/912870209,https://untappd.com/beer/314318,https://untappd.com/brewery/4936,Germany,Frankfurt am Main,Hessen,,,,912870209,314318,4936,https://untappd.s3.amazonaws.com/photos/2020_07_02/1592d1dd29683d434c25f81ae0192d56_raw.jpg,3.62,3.62,,2,0
Hazy Cosmic Jive,Red Tank Brewing (New Jersey),IPA - New England,6.8,0,subtle sweetness and fruitiness and floralness and pineyness. im a fan,,,,,,,3.75,7/3/2020 22:47,https://untappd.com/c/913633672,https://untappd.com/beer/3023692,https://untappd.com/brewery/339947,United States,Red Bank,NJ,,,,913633672,3023692,339947,https://untappd.s3.amazonaws.com/photos/2020_07_04/95f2bd11f4ad4097296203ae9f3bf75d_raw.jpg,3.77,3.76,,1,0
hI.P.A.,Magic Hat Brewing Company,IPA - American,6.7,65,something to take the edge off 🤪,,,,,,,3.5,7/11/2020 23:16,https://untappd.com/c/916949524,https://untappd.com/beer/3949,https://untappd.com/brewery/812,United States,South Burlington,VT,,,,916949524,3949,812,https://untappd.s3.amazonaws.com/photos/2020_07_12/0143405596923b309d1b26b2d774479e_raw.jpg,3.47,3.47,,0,0
Dos Equis Ambar,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Lager - Vienna,4.7,25,not my favorite Vienna lager but it’s good,,,,,,,3,7/12/2020 21:34,https://untappd.com/c/917358785,https://untappd.com/beer/6392,https://untappd.com/brewery/360,Mexico,Monterrey,Nuevo León,,,,917358785,6392,360,https://untappd.s3.amazonaws.com/photos/2020_07_13/8b6c5debdaefdab789e02ffd79ccf7e8_raw.jpg,3.24,3.24,,0,0
Craft Lager,Muskoka Brewery,Lager - Pale,4.8,13,it’s good. that’s all there is to say.,,,,,,,3,7/19/2020 21:55,https://untappd.com/c/920135373,https://untappd.com/beer/12591,https://untappd.com/brewery/3727,Canada,Bracebridge,ON,,,,920135373,12591,3727,https://untappd.s3.amazonaws.com/photos/2020_07_20/35b102f7277699efd94994e1e1619e7d_raw.jpg,3.49,3.49,,0,0
Ebb & Flow,Muskoka Brewery,Sour - Other,2.4,5,a good summer sour beer. not very heavy sour. just enough to give it some tartness. and finishes very clean and refreshing.,,,,,,,3.5,7/27/2020 21:23,https://untappd.com/c/923230870,https://untappd.com/beer/2962242,https://untappd.com/brewery/3727,Canada,Bracebridge,ON,,,,923230870,2962242,3727,https://untappd.s3.amazonaws.com/photos/2020_07_28/bd6051304c64fff460640329b598b59e_raw.jpg,3.29,3.31,,0,0
Schöfferhofer Pomegranate,Radeberger Gruppe,Shandy / Radler,2.5,0,def refreshing. but it is on the verge of being a bit too pomegranate forward,,,,,,,3.5,7/30/2020 22:03,https://untappd.com/c/924182166,https://untappd.com/beer/610469,https://untappd.com/brewery/4936,Germany,Frankfurt am Main,Hessen,,,,924182166,610469,4936,https://untappd.s3.amazonaws.com/photos/2020_07_31/f0a15bd6b22b8a2a357bea7a39eacba7_raw.jpg,3.38,3.39,,0,0
Pilsner,Braustolz Brauerei,Pilsner - Other,4.9,0,refreshing but that’s about it,,,,,,,3.25,7/31/2020 22:46,https://untappd.com/c/924740924,https://untappd.com/beer/657148,https://untappd.com/brewery/9783,Germany,Chemnitz,Sachsen,,,,924740924,657148,9783,https://untappd.s3.amazonaws.com/photos/2020_08_01/15331c534504a8b600d4d5aba9f6e3cb_raw.jpg,3.09,3.15,,0,0
UrBräu,Privatbrauerei Schwerter Meißen,Festbier,5.5,0,was hoping for more flavor,,,,,,,2.75,7/31/2020 23:08,https://untappd.com/c/924749205,https://untappd.com/beer/1125010,https://untappd.com/brewery/34448,Germany,Meißen,,,,,924749205,1125010,34448,https://untappd.s3.amazonaws.com/photos/2020_08_01/cecee3cd9740bd97e9414db4aa51959e_raw.jpg,3.28,3.39,,0,0
Veldensteiner Weißbier,Kaiser Bräu,Hefeweizen,5.1,0,hints of those typical hefeiweizen notes. not bad,,,,,,,3,7/31/2020 23:41,https://untappd.com/c/924759500,https://untappd.com/beer/16295,https://untappd.com/brewery/13504,Germany,Neuhaus an der Pegnitz,Bayern,,,,924759500,16295,13504,https://untappd.s3.amazonaws.com/photos/2020_08_01/9896b4fe8d736c2e5d14ac40191677f7_raw.jpg,3.46,3.48,,0,0
Magners Original Irish Cider,Magners Irish Cider,Cider - Traditional,4.5,0,not too tart and sweet.,,,,,,,3.25,8/1/2020 23:16,https://untappd.com/c/925426129,https://untappd.com/beer/5879,https://untappd.com/brewery/1402,Ireland,Clonmel,Munster,,,,925426129,5879,1402,https://untappd.s3.amazonaws.com/photos/2020_08_02/2622dceae923e5ffb067c0b7cbbfe9fa_raw.jpg,3.31,3.31,,1,0
Wuddermelon Kolsch,River Horse Brewing Co.,Kölsch,4.1,0,"refreshing. very well balanced beer. like ive said if it’s called “INSERT FRUIT HERE” and “INSERT BEER STYLE HERE” i want to taste both, not one or the other.",,,,,,,3.5,8/5/2020 21:10,https://untappd.com/c/926638725,https://untappd.com/beer/2735530,https://untappd.com/brewery/1058,United States,Ewing,NJ,,,,926638725,2735530,1058,https://untappd.s3.amazonaws.com/photos/2020_08_06/d4ad4023e402ad6678daf32a05577cca_raw.jpg,3.4,3.43,,1,0
Lil' Heaven Crushable IPA,Two Roads Brewing Company,IPA - Session / India Session Ale,4.8,0,as the title says it’s a very crushable ipa. perfect level of hops to not overpower it and good alcohol level. im a fan,,,,,,,3.75,8/5/2020 22:07,https://untappd.com/c/926656822,https://untappd.com/beer/347859,https://untappd.com/brewery/45815,United States,Stratford,CT,,,,926656822,347859,45815,https://untappd.s3.amazonaws.com/photos/2020_08_06/e5eddfbb3742113748b32b37780bfd71_raw.jpg,3.67,3.67,,1,0
Gaffel Kölsch,Privatbrauerei Gaffel Becker,Kölsch,4.8,20,it’s a good kolsch. i like it,,,,,,,3.25,8/7/2020 23:30,https://untappd.com/c/927631537,https://untappd.com/beer/13647,https://untappd.com/brewery/1021,Germany,Cologne,Nordrhein-Westfalen,,,,927631537,13647,1021,https://untappd.s3.amazonaws.com/photos/2020_08_08/66f9d84198217192f934961a4ecb8b4f_raw.jpg,3.33,3.34,,1,0
Samuel Adams Summer Ale,Boston Beer Company,Wheat Beer - American Pale Wheat,5.3,8,can’t believe i haven’t checked in this before. very refreshing.,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,3.5,8/8/2020 18:03,https://untappd.com/c/928104831,https://untappd.com/beer/3916,https://untappd.com/brewery/157,United States,Boston,MA,,,,928104831,3916,157,https://untappd.s3.amazonaws.com/photos/2020_08_08/3ef21765cc0df5f7897812879ff08d9c_raw.jpg,3.4,3.41,,1,0
Green Blaze IPA,Long Trail Brewing Company,IPA - American,6.5,60,delightful ipa,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,3.75,8/8/2020 18:27,https://untappd.com/c/928123978,https://untappd.com/beer/1442082,https://untappd.com/brewery/801,United States,Bridgewater Corners,VT,,,,928123978,1442082,801,https://untappd.s3.amazonaws.com/photos/2020_08_08/40d38b32d52b689e0b803f5e2d1250ee_raw.jpg,3.64,3.65,,1,0
Blanche de Bruxelles,Brasserie Lefebvre,Wheat Beer - Witbier,4.5,18,very refreshing and very clean and dry. i like,Pilsener Haus & Biergarten,Hoboken,NJ,United States,40.7552,-74.0315,4,8/10/2020 16:28,https://untappd.com/c/928871377,https://untappd.com/beer/14225,https://untappd.com/brewery/197,Belgium,Quenast,Wallonie,,,Draft,928871377,14225,197,https://untappd.s3.amazonaws.com/photos/2020_08_10/7d73bf4a0de1ecea88a8bf2c8d3d9362_raw.jpg,3.56,3.56,,2,0
Rosé Gosé,Hoof Hearted Brewing,Sour - Gose,4.2,5,wine and gose had a baby. amazing. subtle sweetness and perfect level of sourness and saltiness,Pilsener Haus & Biergarten,Hoboken,NJ,United States,40.7552,-74.0315,4,8/10/2020 17:10,https://untappd.com/c/928883932,https://untappd.com/beer/1433311,https://untappd.com/brewery/32642,United States,Marengo,OH,,,,928883932,1433311,32642,https://untappd.s3.amazonaws.com/photos/2020_08_10/b8469754a39878e35ae9faa891d48f09_raw.jpg,3.76,3.76,,2,0
Andrés,Carton Brewing Company,Sour - Fruited Berliner Weisse,3.9,0,charring the watermelon gives it more sweetness. just a hint of mint (that rhymed) at the end. very dry and good and refreshing,,,,,,,3.75,8/12/2020 19:56,https://untappd.com/c/929472736,https://untappd.com/beer/3495429,https://untappd.com/brewery/9558,United States,Atlantic Highlands,NJ,,,,929472736,3495429,9558,https://untappd.s3.amazonaws.com/photos/2020_08_12/42587d042f65455a67f43982fc9c912b_raw.jpg,3.75,3.74,,2,0
New England Chowdah,Lone Eagle Brewing,IPA - New England,6.5,0,just a hint of pine. very juicy tropical hops. mellow hop level. crushable ipa. good inspo for when i brew my neipa (stay tuned),,,,,,,3.75,8/12/2020 20:35,https://untappd.com/c/929487636,https://untappd.com/beer/1874792,https://untappd.com/brewery/285087,United States,Flemington,NJ,,,,929487636,1874792,285087,https://untappd.s3.amazonaws.com/photos/2020_08_13/8a910a35c3fb9ae92b7d7d58656bfeff_raw.jpg,3.76,3.75,,1,0
Currant Abyss,Beach Haus Brewery,IPA - Milkshake,5.5,37,the hops and currants balance very well. as all things should be,,,,,,,3.75,8/12/2020 21:36,https://untappd.com/c/929508532,https://untappd.com/beer/3588483,https://untappd.com/brewery/7781,United States,Belmar,NJ,,,,929508532,3588483,7781,https://untappd.s3.amazonaws.com/photos/2020_08_13/96a90bb28c2a8ea9dbcdc5bafcc12049_raw.jpg,3.74,3.72,,1,2
Bee Sting,Jughandle Brewing Co.,Farmhouse Ale - Saison,6.6,22,very clean and wheaty. interesting (in a good way) flavor. never really had a beer like this before,Tavern 5 Neighborhood Restaurant,Pequannock Township,NJ,United States,40.9723,-74.2962,3.25,8/13/2020 12:54,https://untappd.com/c/929612274,https://untappd.com/beer/1714328,https://untappd.com/brewery/278309,United States,Tinton Falls,NJ,,,,929612274,1714328,278309,https://untappd.s3.amazonaws.com/photos/2020_08_13/bb6370688bd065b7c6eb32a18a861631_raw.jpg,3.62,3.63,,0,0
Cloud Cover,Kane Brewing Company,Wheat Beer - Witbier,4.8,14,refreshing. a delightful belgian wit,,,,,,,3.75,8/13/2020 22:01,https://untappd.com/c/929855984,https://untappd.com/beer/165564,https://untappd.com/brewery/14653,United States,Ocean,NJ,,,,929855984,165564,14653,https://untappd.s3.amazonaws.com/photos/2020_08_14/d376f2c92f8fc00b9a9769c8042f82d6_raw.jpg,3.59,3.59,,1,0
Huntsman,Czig Meister,Kölsch,4.8,21,delightful kolsch. i am a man and have hunted a good kolsch. haha sorry i need to make a pun let me have this have a nice night everyone,,,,,,,4,8/14/2020 22:20,https://untappd.com/c/930396821,https://untappd.com/beer/1594817,https://untappd.com/brewery/228703,United States,Hackettstown,NJ,,,,930396821,1594817,228703,https://untappd.s3.amazonaws.com/photos/2020_08_15/47891b6ff8ee10264fce768e93600f56_raw.jpg,3.53,3.55,,1,0
Peach Gose,Hoboken Brewing ,Sour - Fruited,4.9,0,"not the best gose ive had but still refreshing. not overwhelmingly peachy, but when i see a gose i want something salty and sour like my personality. this is not as sour and salty as i was hoping",,,,,,,3,8/17/2020 20:16,https://untappd.com/c/931715404,https://untappd.com/beer/3278298,https://untappd.com/brewery/90246,United States,Hoboken,NJ,,,,931715404,3278298,90246,https://untappd.s3.amazonaws.com/photos/2020_08_18/b010a25e2b69973d28bcb346336c1a34_raw.jpg,3.62,3.65,,0,0
Loose Cannon,Heavy Seas Beer,IPA - American,7.25,45,more on the bitter side. toeing the line of being too bitter but i still like it.,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,3.5,8/19/2020 19:01,https://untappd.com/c/932208068,https://untappd.com/beer/18311,https://untappd.com/brewery/385,United States,Baltimore,MD,,,,932208068,18311,385,https://untappd.s3.amazonaws.com/photos/2020_08_19/28310c7c1fefcbd64b5bc1f949a01d17_raw.jpg,3.69,3.69,,1,0
Sour Rosé,Crooked Stave Artisan Beer Project,American Wild Ale,4.5,0,wow. this is SOUR. sour lovers — this is one to try. this is phenomenal.,,,,,,,4.25,8/22/2020 23:05,https://untappd.com/c/933847370,https://untappd.com/beer/1702801,https://untappd.com/brewery/10568,United States,Denver,CO,,,,933847370,1702801,10568,https://untappd.s3.amazonaws.com/photos/2020_08_23/831b34a54446f7a8844600c1e20f7209_raw.jpg,3.88,3.88,,0,0
Florida Cracker,Cigar City Brewing,Wheat Beer - Witbier,5.5,18,coriander and orange peel is pronounced. one of the better belgian wits ive had,,,,,,,4,8/22/2020 23:46,https://untappd.com/c/933859355,https://untappd.com/beer/51262,https://untappd.com/brewery/379,United States,Tampa,FL,,,,933859355,51262,379,https://untappd.s3.amazonaws.com/photos/2020_08_23/f6b9418599f85cbafa23ca94358a7a54_raw.jpg,3.54,3.54,,0,0
Luponic Distortion: IPA Series No. 016,Firestone Walker Brewing Company,IPA - American,5.9,0,almost thought this was a session ipa but then the typical hop flavor came through and saw the alcohol content. this is refreshing. for those that don’t like ipas — try this,,,,,,,3.5,8/24/2020 20:20,https://untappd.com/c/934449434,https://untappd.com/beer/3776247,https://untappd.com/brewery/524,United States,Paso Robles,CA,,,,934449434,3776247,524,https://untappd.s3.amazonaws.com/photos/2020_08_25/405464567b5b5bb4a30f0db8eb73c667_raw.jpg,3.65,3.65,,0,0
Key Lime Pie Gose,Westbrook Brewing Co.,Sour - Fruited Gose,4,10,wow. just wow. so limey. again wow,,,,,,,4.5,8/24/2020 20:57,https://untappd.com/c/934459429,https://untappd.com/beer/1528258,https://untappd.com/brewery/10905,United States,Mt Pleasant,SC,,,,934459429,1528258,10905,https://untappd.s3.amazonaws.com/photos/2020_08_25/deaea7ae592ab8925bf68c9a27430827_raw.jpg,4.05,4.04,,0,0
What the Hefe?,Lone Eagle Brewing,Hefeweizen,4.5,0,a good hefe,,,,,,,3.75,8/28/2020 20:07,https://untappd.com/c/935720459,https://untappd.com/beer/3266892,https://untappd.com/brewery/285087,United States,Flemington,NJ,,,,935720459,3266892,285087,https://untappd.s3.amazonaws.com/photos/2020_08_29/cb61d7bc690c85bbece52ba0f72d11d3_raw.jpg,3.66,3.68,,1,0
You’ve Got A Friend In,Pizza Boy Brewing Co.,IPA - American,7.5,0,"very light and refreshing ipa. again, for those that don’t like ipas this is one for you",,,,,,,4,8/29/2020 12:38,https://untappd.com/c/936001850,https://untappd.com/beer/2722116,https://untappd.com/brewery/19810,United States,Enola,PA,,,,936001850,2722116,19810,https://untappd.s3.amazonaws.com/photos/2020_08_29/3586569ae6bb560d4e51c90ef8cced8d_raw.jpg,3.8,3.8,,0,0
Blackberry Tizzy,Tröegs Independent Brewing,Sour - Fruited,8.6,4,this is tart. good level of tart. im a fan.,Tröegs Independent Brewing,Hershey,PA,United States,40.2975,-76.6434,3.5,8/29/2020 14:46,https://untappd.com/c/936110886,https://untappd.com/beer/2542855,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936110886,2542855,2583,,3.87,3.86,,0,0
Field Study IPA,Tröegs Independent Brewing,IPA - American,6.2,0,good refreshing ipa. good. im busy on a flight i don’t have a lot to say im sorry,,,,,,,3.75,8/29/2020 14:52,https://untappd.com/c/936117254,https://untappd.com/beer/3177687,https://untappd.com/brewery/2583,United States,Hershey,PA,,,,936117254,3177687,2583,,3.8,3.8,,0,0
